r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8533492344115956,0.852963818470496,0.44611836535014526,2214.0994790639265,5.904583e-318,2,-465.8874662856354,939.7749325712708,958.3292037279369,151.45543448194383,761,764
