r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8887897263926459,0.8876018997052509,0.39020351204309145,748.2486593577506,0,8,-357.68464730404435,735.3692946080887,781.6761284645124,114.04182682726149,749,758
